"","mode","pre.weight","post.weight","pay.attention.politics","interest.campaigns","voted.primary","primary.vote.choice","already.voted","vote.choice","vote.intention","voted.2016","vote.choice.2016","vote.choice.2012","country.right.track","approve.congress","approve.president","approve.president.covid","therm.biden","therm.trump","therm.dem","therm.rep","ideology7","ideology.biden","ideology.trump","ideology.dem","ideology.rep","vote.duty.choice","party.id","trust.in.people","religion","how.often.religion","age","education","weeks.worked","race","gender","income","know1","know2","know3","know4","knowledge.quiz"
"68","web",1.07812468707672,0.951794738238025,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",15,0,40,0,"Extremely liberal","Conservative","Extremely conservative","Conservative","Extremely conservative","Mainly duty","Strong Democrat","Most of the time","Not religious",NA,78,NA,NA,"White, non-Hispanic","Female",100,1,0,1,1,3
"69","web",0.551002022229095,0.594178001793526,"Always",NA,"Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",72,0,70,10,"Liberal","Moderate; middle of the road","Conservative","Slightly liberal","Extremely conservative","Mainly duty","Strong Democrat","Most of the time","Other religion","Almost every week",39,NA,20,"White, non-Hispanic","Female",90,1,1,1,1,4
"70","web",0.220768415861182,0.196831890762437,"Most of the time",NA,"Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Approve not strongly","Disapprove strongly","Disapprove strongly",70,0,70,30,"Liberal","Liberal","Conservative","Extremely liberal","Extremely conservative","Mainly duty","Not strong Democrat","Most of the time","Evangelical Protestant",NA,33,NA,46,"Black, non-Hispanic","Female",60,0,0,1,1,2
"71","web",0.280324733013225,0.246114318080683,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Approve not strongly","Disapprove strongly","Disapprove strongly",100,0,100,0,"Liberal","Liberal","Liberal","Liberal","Extremely conservative",NA,"Strong Democrat","Most of the time","Other religion",NA,74,NA,NA,"White, non-Hispanic","Female",5,1,0,1,0,2
"72","web",0.546992994162963,0.571297995653618,"About half of the time","Very much interested","No",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,70,15,"Slightly liberal","Moderate; middle of the road","Extremely conservative","Liberal","Conservative","Mainly duty","Not strong Democrat","Most of the time","Roman Catholic",NA,61,"Less than BA",NA,"White, non-Hispanic","Female",50,0,1,0,0,1
"73","web",0.972439410192644,0.877290607657134,"Most of the time","Very much interested","No",NA,"Yes","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,85,0,NA,"Moderate; middle of the road","Slightly conservative","Moderate; middle of the road","Conservative",NA,"Strong Democrat","Most of the time","Mainline Protestant",NA,67,"Less than BA",NA,"White, non-Hispanic","Female",30,0,1,1,1,3
"74","web",1.92022907341613,2.10128121967137,"Most of the time","Very much interested","No",NA,"No","Biden",NA,NA,NA,NA,"No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",NA,NA,NA,NA,NA,"Slightly liberal","Conservative","Moderate; middle of the road","Extremely conservative",NA,"Not strong Democrat","Some of the time","Mainline Protestant",NA,60,"High school",NA,"White, non-Hispanic","Female",70,0,0,1,1,2
"75","web",0.737358797324829,0.780942102009456,"Most of the time","Very much interested","No",NA,"No","Trump",NA,"Yes","Trump",NA,"No","Disapprove strongly","Approve strongly","Approve not strongly",15,85,0,75,"Conservative","Extremely liberal","Liberal","Liberal","Conservative","Mainly choice","Strong Republican","Most of the time","Roman Catholic",NA,NA,"Less than BA",NA,"White, non-Hispanic","Male",100,1,0,1,1,3
"76","web",1.71056578424405,1.35387142837094,"Some of the time",NA,"Yes",NA,"No","Jorgensen",NA,"No",NA,NA,"No","Disapprove strongly","Disapprove strongly","Disapprove strongly",40,15,25,15,NA,"Extremely liberal","Extremely conservative","Extremely liberal","Extremely conservative","Neither duty or choice","Independent","About hald the time","Other Christian",NA,21,"Less than BA",30,"Black, non-Hispanic","Male",30,0,1,1,1,3
"77","web",1.286294831389,2.1683995644274,"Most of the time",NA,"No",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,100,0,"Moderate; middle of the road","Extremely liberal","Extremely conservative","Extremely liberal","Moderate; middle of the road","Mainly duty","Strong Democrat","Some of the time","Roman Catholic","A few times a year",49,"Less than high school",6,"Black, non-Hispanic","Female",5,0,1,0,1,2
"78","web",0.405907545460593,0.329968457198544,"Always","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,100,30,"Liberal","Slightly liberal","Extremely conservative","Liberal","Extremely conservative",NA,"Strong Democrat","Most of the time","Other Christian",NA,80,NA,NA,"White, non-Hispanic","Male",90,1,1,1,1,4
"79","web",0.58960144116852,0.510602452441452,"Most of the time",NA,"No",NA,"No","Trump",NA,NA,"Trump","Obama","Yes","Approve not strongly","Approve strongly","Approve strongly",0,70,0,60,"Moderate; middle of the road","Extremely liberal","Conservative","Extremely liberal","Conservative","Mainly duty","Lean Republican","Always","Jewish",NA,70,"Less than BA",NA,"White, non-Hispanic","Male",30,1,1,1,1,4
"80","web",0.447766148932858,0.435134829079491,"Some of the time",NA,"Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,100,0,"Slightly conservative","Extremely liberal","Moderate; middle of the road","Extremely liberal","Conservative","Mainly duty","Strong Democrat","About hald the time","Mainline Protestant",NA,70,"High school",NA,"White, non-Hispanic","Female",NA,NA,NA,NA,NA,NA
"81","web",0.733704463655461,0.671484847622396,"Always",NA,"No",NA,"No","Trump",NA,NA,"Clinton","Romney","Yes","Disapprove strongly","Disapprove strongly","Approve not strongly",30,30,15,60,"Slightly conservative","Liberal","Conservative","Extremely liberal","Conservative",NA,"Lean Republican","Most of the time","Mainline Protestant","Every week",72,"BA",NA,"White, non-Hispanic","Male",110,1,0,1,1,3
"82","web",0.607660724233254,0.549363878345247,"Always","Very much interested","Yes",NA,"No","Trump",NA,NA,"Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",0,100,0,100,"Extremely conservative","Extremely liberal","Extremely conservative","Extremely liberal","Conservative",NA,"Strong Republican","Most of the time","Evangelical Protestant","Every week",78,"Less than BA",NA,"White, non-Hispanic","Female",50,0,0,1,1,2
"83","web",0.325368363862055,0.336692000812415,"Most of the time",NA,"Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Approve not strongly","Disapprove strongly","Disapprove strongly",70,0,70,0,"Liberal","Liberal","Liberal","Liberal","Liberal",NA,"Strong Democrat","Some of the time","Other Christian","Almost every week",43,"BA",NA,"White, non-Hispanic","Female",50,0,1,0,1,2
"84","web",0.599353535646459,0.703407415730539,"Most of the time","Very much interested","No",NA,"No","Biden",NA,"No",NA,NA,"No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,30,70,60,NA,"Slightly conservative","Extremely conservative","Slightly conservative","Extremely conservative",NA,"Independent","Some of the time","Evangelical Protestant","Once or twice a month",45,"Less than BA",NA,"Black, non-Hispanic","Female",15,1,0,0,1,2
"85","web",0.390404285475211,0.372613828228004,"Most of the time",NA,"Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Approve not strongly","Disapprove strongly","Disapprove strongly",70,0,70,15,"Slightly liberal","Slightly liberal","Slightly conservative","Slightly liberal","Extremely conservative","Mainly duty","Not strong Democrat","About hald the time","Evangelical Protestant","Once or twice a month",44,"BA",51,"White, non-Hispanic","Female",175,0,1,0,1,2
"86","web",0.592318338801194,0.511042102007419,"About half of the time","Very much interested","No",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,85,15,"Moderate; middle of the road","Moderate; middle of the road","Extremely conservative","Liberal","Extremely conservative",NA,"Strong Democrat","Some of the time","Other Christian","A few times a year",50,"Less than BA",NA,"Hispanic","Female",30,0,0,1,1,2
"87","web",0.686216845783313,0.704391073575073,"Some of the time",NA,"No",NA,"No","Biden",NA,NA,"Clinton",NA,"No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,50,50,"Moderate; middle of the road","Moderate; middle of the road","Liberal","Moderate; middle of the road","Moderate; middle of the road","Mainly choice","Independent","About hald the time","Not religious",NA,NA,NA,NA,"White, non-Hispanic","Female",NA,0,1,1,1,3
"88","web",0.601998275952751,0.622975327201284,"About half of the time",NA,"Yes",NA,"No","Biden",NA,"Yes","Other","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,70,0,"Slightly liberal","Slightly liberal","Slightly conservative","Liberal","Extremely conservative","Mainly duty","Lean Democrat","About hald the time","Roman Catholic",NA,33,"BA",NA,"White, non-Hispanic","Female",80,0,0,0,1,1
"89","web",1.39716764846032,1.94632551005871,"Some of the time",NA,"No",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Approve strongly","Approve strongly","Approve strongly",0,100,0,100,NA,"Extremely liberal","Conservative","Extremely liberal","Slightly conservative",NA,"Strong Republican","Some of the time","Roman Catholic",NA,55,"High school",NA,"White, non-Hispanic","Female",75,0,0,0,1,1
"90","web",1.28779958876349,1.42871685179449,"Some of the time",NA,"No",NA,"No","Trump",NA,"Yes","Trump",NA,"Yes","Approve not strongly","Approve not strongly","Approve strongly",30,60,15,70,"Slightly conservative","Extremely liberal","Conservative","Liberal","Conservative",NA,"Not strong Republican","Most of the time","Mainline Protestant",NA,28,"BA",NA,"White, non-Hispanic","Female",150,0,0,1,1,2
"91","web",0.439787147230673,0.617552230077245,"Most of the time","Very much interested","No",NA,"No","Trump",NA,NA,"Trump","Romney","Yes","Approve strongly","Approve strongly","Approve strongly",15,85,30,85,"Slightly conservative","Extremely liberal","Slightly conservative","Liberal","Conservative",NA,"Strong Republican","Most of the time","Mainline Protestant","Every week",34,NA,NA,"White, non-Hispanic","Female",250,1,1,1,1,4
"92","web",2.37371684067588,3.24523373731514,"About half of the time",NA,"Yes",NA,"No","Trump",NA,"Yes","Trump",NA,"No","Approve not strongly","Approve strongly","Approve strongly",0,85,0,100,"Liberal","Liberal","Conservative","Extremely liberal","Extremely conservative","Mainly choice","Strong Republican","Most of the time","Not religious",NA,24,"BA",NA,"White, non-Hispanic","Female",150,0,0,0,1,1
"93","web",0.689977304440243,0.65419244935258,"Always","Very much interested","Yes",NA,"No","Trump",NA,"Yes","Trump","Romney","No","Disapprove strongly","Approve strongly","Approve strongly",0,100,0,100,"Extremely conservative","Extremely liberal","Extremely conservative","Extremely liberal","Extremely conservative",NA,"Strong Republican","Most of the time","Evangelical Protestant","Every week",26,"Less than BA",NA,"White, non-Hispanic","Female",10,0,0,0,1,1
"94","web",0.94159546103549,0.818866253721077,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",70,0,70,30,"Slightly liberal","Moderate; middle of the road","Extremely conservative","Slightly liberal","Conservative",NA,"Strong Democrat","Most of the time","Mainline Protestant",NA,75,"High school",NA,"White, non-Hispanic","Male",35,1,1,0,0,2
"95","web",0.787347490114183,0.65137368689488,"Always","Very much interested","Yes",NA,"No","Trump",NA,NA,"Trump","Obama","No","Disapprove strongly","Approve not strongly","Dissaprove not strongly",30,60,0,60,"Slightly conservative","Liberal","Conservative","Extremely liberal","Conservative","Mainly duty","Independent","About hald the time","Not religious",NA,61,"BA",NA,"Native American","Male",70,0,1,1,1,3
"96","web",0.410024773738281,0.35793532145757,"Most of the time","Very much interested","Yes",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",40,100,15,70,"Conservative","Liberal","Slightly conservative","Liberal","Slightly conservative",NA,"Strong Republican","Most of the time","Evangelical Protestant","Every week",80,NA,NA,"White, non-Hispanic","Female",250,1,0,0,0,1
"97","web",0.678968134146855,0.737327188273955,"Always","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",70,0,60,15,"Slightly liberal","Slightly liberal","Extremely conservative","Liberal","Extremely conservative",NA,"Lean Democrat","About hald the time","Not religious",NA,58,"Less than BA",49,"White, non-Hispanic","Male",110,1,1,1,1,4
"98","web",0.432865332370511,0.363642981893043,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,50,0,"Moderate; middle of the road","Moderate; middle of the road","Extremely conservative","Moderate; middle of the road","Conservative","Mainly duty","Not strong Democrat","Most of the time","Roman Catholic",NA,50,"BA",40,"Hispanic","Female",65,0,0,1,1,2
"99","web",0.269873735273507,0.214284294903583,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,85,0,"Slightly liberal","Moderate; middle of the road","Extremely conservative","Slightly liberal","Extremely conservative",NA,"Strong Democrat","Most of the time","Undifferentiated Protestant",NA,76,"BA",NA,"White, non-Hispanic","Female",30,0,1,1,1,3
"100","web",0.335146556210198,0.305300147891751,"Most of the time",NA,"Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",60,30,70,60,"Moderate; middle of the road","Liberal","Moderate; middle of the road","Slightly liberal","Conservative","Mainly duty","Independent","Most of the time","Mainline Protestant","Every week",80,"Less than BA",NA,"White, non-Hispanic","Female",45,0,0,1,1,2
"101","web",0.697646571502565,0.87587419370977,"About half of the time",NA,"No",NA,"No",NA,NA,"No",NA,NA,"No","Approve strongly","Disapprove strongly","Disapprove strongly",100,0,100,0,"Liberal","Moderate; middle of the road","Liberal","Moderate; middle of the road","Slightly liberal",NA,"Strong Democrat","Most of the time","Jewish","Once or twice a month",48,"High school",NA,"Multiple races, non-Hispanic","Female",5,0,0,1,0,1
"102","web",0.820646773679716,1.22586112465937,"Some of the time",NA,"No",NA,"No",NA,NA,NA,NA,NA,"No","Dissaprove not strongly","Disapprove strongly","Dissaprove not strongly",60,15,60,50,"Slightly liberal","Moderate; middle of the road","Slightly conservative","Slightly liberal","Slightly conservative",NA,"Independent","About hald the time","Roman Catholic","Never",61,"High school",NA,"White, non-Hispanic","Female",100,0,0,0,1,1
"103","web",0.443884509770758,0.462647920647693,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton",NA,"No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",70,0,85,50,"Liberal","Slightly liberal","Extremely conservative","Liberal","Conservative","Neither duty or choice","Strong Democrat","Most of the time","Not religious",NA,45,NA,NA,"White, non-Hispanic","Female",100,0,0,0,1,1
